Year,Week,Rain,Cases
1997,18,0,8
1997,19,3.94285714285714,9
1997,20,0.775714285714286,3
1997,21,1.85571428571429,7
1997,22,24.2085714285714,14
1997,23,0,4
1997,24,0,9
1997,25,2.99142857142857,14
1997,26,6.99,7
1997,27,1.31714285714286,9
1997,28,3.79857142857143,3
1997,29,0.901428571428571,3
1997,30,7.85,14
1997,31,4.30285714285714,12
1997,32,4.34,10
1997,33,6.21285714285714,21
1997,34,11.3228571428571,26
1997,35,3.36,47
1997,36,1.88428571428571,42
1997,37,4.76571428571429,31
1997,38,8.22142857142857,34
1997,39,7.95285714285714,33
1997,40,5.84428571428571,52
1997,41,13.3314285714286,56
1997,42,16.9014285714286,70
1997,43,0.111428571428571,112
1997,44,0,70
1997,45,0.66,47
1997,46,5.67571428571429,48
1997,47,4.55285714285714,49
1997,48,0.43,66
1997,49,0,56
1997,50,0,61
1997,51,0,67
1997,52,3.21714285714286,64
1998,1,6.115,68
1998,2,15.9128571428571,49
1998,3,0.881428571428571,50
1998,4,0,56
1998,5,1.10285714285714,75
1998,6,20.3714285714286,63
1998,7,0,62
1998,8,0,41
1998,9,0,50
1998,10,0,34
1998,11,0,31
1998,12,0,38
1998,13,8.91,30
1998,14,3.23142857142857,32
1998,15,0,26
1998,16,3.17428571428571,30
1998,17,3.07428571428571,36
1998,18,7.16,35
1998,19,7.96571428571429,46
1998,20,1.58571428571429,48
1998,21,8.73714285714286,44
1998,22,0.987142857142857,51
1998,23,11.8042857142857,59
1998,24,5.89857142857143,71
1998,25,6.53285714285714,102
1998,26,7.80857142857143,128
1998,27,6.51142857142857,127
1998,28,3.39,150
1998,29,3.59857142857143,191
1998,30,8.18857142857143,256
1998,31,3,329
1998,32,5.69,263
1998,33,3.59428571428571,220
1998,34,11.3242857142857,204
1998,35,9.98428571428572,181
1998,36,7.4,99
1998,37,5.46571428571429,54
1998,38,7.93571428571429,80
1998,39,36.7757142857143,102
1998,40,6.05714285714286,127
1998,41,3.38714285714286,73
1998,42,4.80571428571429,68
1998,43,25.3428571428571,64
1998,44,15.8085714285714,55
1998,45,2.68428571428571,67
1998,46,17.81,84
1998,47,0.49,85
1998,48,2.97571428571429,67
1998,49,18.8085714285714,73
1998,50,5.65142857142857,89
1998,51,0,68
1998,52,0,59
1999,1,9.37625,56
1999,2,0,77
1999,3,6.73714285714286,75
1999,4,0,47
1999,5,0,50
1999,6,0,42
1999,7,0.832857142857143,28
1999,8,2.53571428571429,37
1999,9,2.71142857142857,37
1999,10,0,27
1999,11,0.785714285714286,12
1999,12,0.748571428571429,15
1999,13,1.28714285714286,22
1999,14,3.66571428571429,8
1999,15,10.7985714285714,15
1999,16,0,17
1999,17,0,10
1999,18,14.0571428571429,9
1999,19,5.69571428571429,11
1999,20,5.77857142857143,20
1999,21,1.99142857142857,13
1999,22,0.188571428571429,11
1999,23,9.33428571428571,16
1999,24,18.8057142857143,11
1999,25,13.8957142857143,7
1999,26,3.62714285714286,17
1999,27,11.0057142857143,14
1999,28,3.89,13
1999,29,15.1428571428571,15
1999,30,1.38714285714286,30
1999,31,2.45285714285714,25
1999,32,7.01,40
1999,33,3.29714285714286,44
1999,34,5.02571428571429,25
1999,35,17.9271428571429,21
1999,36,5.65714285714286,48
1999,37,13.8385714285714,56
1999,38,12.8457142857143,60
1999,39,4.49285714285714,45
1999,40,14.4728571428571,55
1999,41,5.05,32
1999,42,18.5514285714286,46
1999,43,13.1771428571429,61
1999,44,4.23571428571429,42
1999,45,2.86142857142857,37
1999,46,7.92142857142857,43
1999,47,36.2071428571429,34
1999,48,0.622857142857143,40
1999,49,8.50857142857143,25
1999,50,0.558571428571429,16
1999,51,0,17
1999,52,0,17
2000,1,0,16
2000,2,7.41571428571429,23
2000,3,0,18
2000,4,0,18
2000,5,0,9
2000,6,3.45571428571429,7
2000,7,0,7
2000,8,0,4
2000,9,15.16,3
2000,10,1.64,2
2000,11,3.70857142857143,8
2000,12,0,3
2000,13,0,1
2000,14,1.33142857142857,1
2000,15,0,2
2000,16,0,3
2000,17,11.7228571428571,3
2000,18,0.875714285714286,2
2000,19,2.71285714285714,0
2000,20,10.0971428571429,0
2000,21,5.63571428571429,2
2000,22,3.26142857142857,2
2000,23,9.86857142857143,0
2000,24,3.50857142857143,6
2000,25,10.0571428571429,3
2000,26,0.721428571428572,6
2000,27,4.64285714285714,2
2000,28,1.33142857142857,3
2000,29,1.48,2
2000,30,0,4
2000,31,4.66714285714286,5
2000,32,7.40142857142857,2
2000,33,2.35142857142857,9
2000,34,4.06571428571429,2
2000,35,22.7128571428571,4
2000,36,4.30857142857143,8
2000,37,2.88142857142857,6
2000,38,7.43857142857143,3
2000,39,5.95857142857143,11
2000,40,19.4471428571429,14
2000,41,1.60285714285714,15
2000,42,1.45142857142857,20
2000,43,8.82,9
2000,44,14.1685714285714,20
2000,45,12.4771428571429,28
2000,46,0.9,38
2000,47,0,30
2000,48,1.58142857142857,30
2000,49,2.81285714285714,23
2000,50,0,16
2000,51,0,22
2000,52,5.76428571428571,28
2001,1,6.22625,14
2001,2,0,17
2001,3,0,20
2001,4,0,17
2001,5,4.93,10
2001,6,0,13
2001,7,0,20
2001,8,0,9
2001,9,0.977142857142857,18
2001,10,0,9
2001,11,0,8
2001,12,0.872857142857143,19
2001,13,0,11
2001,14,0.742857142857143,4
2001,15,1.69142857142857,6
2001,16,4.63714285714286,6
2001,17,2.02,8
2001,18,9.39714285714286,13
2001,19,11.2128571428571,8
2001,20,4.83714285714286,8
2001,21,2.07571428571429,5
2001,22,4.43285714285714,16
2001,23,7.46142857142857,12
2001,24,6.94428571428571,11
2001,25,4.26,18
2001,26,15.0814285714286,10
2001,27,3.48285714285714,22
2001,28,5.49142857142857,14
2001,29,6.33428571428571,16
2001,30,5.58,18
2001,31,8.51285714285714,27
2001,32,6.62857142857143,38
2001,33,5.35428571428571,35
2001,34,19.3357142857143,41
2001,35,7.86571428571429,51
2001,36,3.36,65
2001,37,1.02,55
2001,38,12.39,54
2001,39,3.1,62
2001,40,3.42,64
2001,41,9.53,56
2001,42,9.81428571428572,65
2001,43,0.07,71
2001,44,4.00428571428571,75
2001,45,40.7028571428571,71
2001,46,6.91857142857143,72
2001,47,1.34714285714286,47
2001,48,4.36571428571429,27
2001,49,6.33714285714286,35
2001,50,10.2571428571429,25
2001,51,13.1485714285714,19
2001,52,0,37
2002,1,0,38
2002,2,0,34
2002,3,0,26
2002,4,0,19
2002,5,0,18
2002,6,0,22
2002,7,0,16
2002,8,0,18
2002,9,0,6
2002,10,5.75285714285714,12
2002,11,0,6
2002,12,0,6
2002,13,7.10571428571429,3
2002,14,7.23857142857143,7
2002,15,0,6
2002,16,28.3171428571428,1
2002,17,12.9357142857143,3
2002,18,12.5442857142857,2
2002,19,0,2
2002,20,3.70714285714286,1
2002,21,2.44,10
2002,22,9.17285714285714,3
2002,23,12.5728571428571,3
2002,24,0,1
2002,25,0.848571428571428,1
2002,26,0.328571428571429,2
2002,27,2.99285714285714,6
2002,28,7.03142857142857,3
2002,29,1.63571428571429,3
2002,30,6.38571428571429,5
2002,31,3.08571428571429,4
2002,32,7.19428571428571,7
2002,33,3.38,6
2002,34,2.66714285714286,5
2002,35,15.5,7
2002,36,1.25714285714286,6
2002,37,5.84428571428572,4
2002,38,5.61571428571429,4
2002,39,10.2485714285714,7
2002,40,2.65428571428571,9
2002,41,13.39,5
2002,42,1.05285714285714,5
2002,43,5.38857142857143,10
2002,44,0,6
2002,45,2.00714285714286,13
2002,46,10.5014285714286,6
2002,47,5.57714285714286,5
2002,48,0,5
2002,49,1.04571428571429,9
2002,50,0,3
2002,51,0.94,6
2002,52,0,11
2003,1,0,7
2003,2,0,7
2003,3,0,15
2003,4,0,9
2003,5,0.932857142857143,6
2003,6,12.4057142857143,6
2003,7,0,6
2003,8,0,7
2003,9,0,10
2003,10,0,8
2003,11,0,7
2003,12,0,12
2003,13,0,3
2003,14,5.50285714285714,2
2003,15,0.54,7
2003,16,53.3971428571429,5
2003,17,6.36571428571429,5
2003,18,0.921428571428571,7
2003,19,3.00857142857143,7
2003,20,8.31142857142857,7
2003,21,16.35,7
2003,22,1.16285714285714,10
2003,23,2.74428571428571,13
2003,24,3.52285714285714,10
2003,25,4.63857142857143,14
2003,26,0,11
2003,27,1.54714285714286,20
2003,28,7.60571428571429,25
2003,29,1.33285714285714,17
2003,30,4.47428571428571,18
2003,31,5.51428571428571,25
2003,32,0.68,21
2003,33,3.03571428571429,31
2003,34,12.95,32
2003,35,17.4642857142857,26
2003,36,1.59571428571429,35
2003,37,6.01428571428571,28
2003,38,14.1842857142857,37
2003,39,11.6428571428571,41
2003,40,0.087142857142857,34
2003,41,16.9285714285714,30
2003,42,2.34428571428571,39
2003,43,8.94714285714286,39
2003,44,15.4285714285714,39
2003,45,13.2771428571429,34
2003,46,52.56,30
2003,47,7.61142857142857,37
2003,48,0,29
2003,49,24.4314285714286,26
2003,50,1.68428571428571,15
2003,51,0.28,22
2003,52,0,15
2004,1,0,20
2004,2,5.15285714285714,14
2004,3,0,10
2004,4,0,21
2004,5,0,14
2004,6,0,14
2004,7,0,9
2004,8,0,11
2004,9,0,5
2004,10,0,6
2004,11,0,7
2004,12,0,11
2004,13,4.05,4
2004,14,0,3
2004,15,0.821428571428571,2
2004,16,0,6
2004,17,13.6857142857143,10
2004,18,0.438571428571429,7
2004,19,3.62142857142857,5
2004,20,13.8557142857143,3
2004,21,25.0585714285714,12
2004,22,1.93,13
2004,23,0.874285714285714,10
2004,24,1.86714285714286,13
2004,25,7.20428571428571,13
2004,26,2.76428571428571,8
2004,27,5.57857142857143,21
2004,28,10.6,18
2004,29,2.16857142857143,8
2004,30,6.65857142857143,7
2004,31,3.50428571428571,20
2004,32,3.30142857142857,14
2004,33,4.90428571428571,14
2004,34,2.99428571428571,7
2004,35,11.5957142857143,14
2004,36,5.00142857142857,10
2004,37,8.63714285714286,13
2004,38,32.4228571428571,27
2004,39,1.44571428571429,13
2004,40,4.93571428571429,18
2004,41,12.4871428571429,16
2004,42,1.82714285714286,16
2004,43,12.7914285714286,20
2004,44,15.3385714285714,17
2004,45,6.86285714285714,4
2004,46,13.1,15
2004,47,2.62428571428571,8
2004,48,0,6
2004,49,0,12
2004,50,1.72714285714286,15
2004,51,20.5371428571429,11
2004,52,0,10
2005,1,0,15
2005,2,1.24857142857143,17
2005,3,0.847142857142857,7
2005,4,2.17142857142857,7
2005,5,0,8
2005,6,0,9
2005,7,0,12
2005,8,0,12
2005,9,0,5
2005,10,0.561428571428572,4
2005,11,0,11
2005,12,0,4
2005,13,0,5
2005,14,1.92,7
2005,15,6.01285714285714,1
2005,16,12.9871428571429,1
2005,17,25.3857142857143,4
2005,18,0,2
2005,19,5.93,6
2005,20,18.47,3
2005,21,21.6542857142857,4
2005,22,8.65142857142857,10
2005,23,6.52285714285714,12
2005,24,12.2157142857143,21
2005,25,2.21857142857143,26
2005,26,4.02285714285714,21
2005,27,11.45,30
2005,28,6.89,45
2005,29,12.5285714285714,56
2005,30,1.71714285714286,75
2005,31,12.7242857142857,83
2005,32,1.54285714285714,82
2005,33,8.08142857142857,126
2005,34,13.9514285714286,119
2005,35,7.73571428571429,137
2005,36,4.25714285714286,131
2005,37,5.89857142857143,112
2005,38,9.33428571428571,82
2005,39,4.89285714285714,73
2005,40,12.5442857142857,43
2005,41,31.1085714285714,55
2005,42,4.13571428571429,55
2005,43,2.45285714285714,53
2005,44,8.32857142857143,46
2005,45,2.12285714285714,43
2005,46,6.51857142857143,29
2005,47,0,22
2005,48,3.80714285714286,26
2005,49,0,13
2005,50,0,17
2005,51,0,8
2005,52,3.67,13
2006,1,9.7275,10
2006,2,9.89714285714286,17
2006,3,0,19
2006,4,0,9
2006,5,2.59285714285714,9
2006,6,0,9
2006,7,1.68571428571429,3
2006,8,0,7
2006,9,2.39142857142857,7
2006,10,2.91714285714286,0
2006,11,1.56,2
2006,12,12.9485714285714,3
2006,13,17.1585714285714,3
2006,14,5.96714285714286,1
2006,15,7.38,3
2006,16,16.4214285714286,3
2006,17,6.12428571428571,3
2006,18,6.65,7
2006,19,10.4557142857143,3
2006,20,1.74571428571429,5
2006,21,8,11
2006,22,2.69714285714286,5
2006,23,2.70428571428571,5
2006,24,10.1042857142857,6
2006,25,7.04857142857143,6
2006,26,7.51857142857143,4
2006,27,7.93428571428571,4
2006,28,5.54857142857143,8
2006,29,0.872857142857143,14
2006,30,13.7528571428571,12
2006,31,9.21857142857143,16
2006,32,3.83285714285714,10
2006,33,6.52285714285714,16
2006,34,7.45714285714286,18
2006,35,6.71571428571429,15
2006,36,7.76857142857143,23
2006,37,2.39714285714286,17
2006,38,4.02,33
2006,39,3.66714285714286,15
2006,40,7.83142857142857,13
2006,41,12.39,11
2006,42,6.91285714285714,14
2006,43,1.97142857142857,17
2006,44,0.944285714285714,19
2006,45,10.0485714285714,20
2006,46,1.13714285714286,12
2006,47,10.9028571428571,21
2006,48,0,7
2006,49,0,19
2006,50,9.15428571428572,10
2006,51,0,13
2006,52,0.768571428571429,10
2007,1,0,8
2007,2,9.05857142857143,21
2007,3,0,11
2007,4,0,9
2007,5,0,14
2007,6,0,14
2007,7,0,15
2007,8,0,18
2007,9,0,16
2007,10,0,12
2007,11,1.30285714285714,20
2007,12,15.5471428571429,8
2007,13,2.22428571428571,3
2007,14,1.87,13
2007,15,0,4
2007,16,13.7757142857143,1
2007,17,9.96571428571429,10
2007,18,1.23857142857143,8
2007,19,0.854285714285714,13
2007,20,1.87285714285714,10
2007,21,14.6128571428571,21
2007,22,2.97571428571429,18
2007,23,10.21,21
2007,24,5.23142857142857,34
2007,25,4.45714285714286,25
2007,26,0.741428571428571,34
2007,27,0.248571428571429,33
2007,28,10.3742857142857,40
2007,29,7.35,42
2007,30,0.401428571428571,36
2007,31,9.51571428571429,72
2007,32,6.32142857142857,75
2007,33,5.66714285714286,76
2007,34,8.31142857142857,92
2007,35,4.16571428571429,71
2007,36,1.24285714285714,112
2007,37,17.7342857142857,106
2007,38,13.7242857142857,101
2007,39,3.00571428571429,170
2007,40,16.6571428571429,135
2007,41,2.51142857142857,106
2007,42,0.875714285714286,68
2007,43,21.6771428571429,48
2007,44,0.151428571428571,48
2007,45,8.28285714285714,26
2007,46,10.4771428571429,33
2007,47,0,29
2007,48,3.53142857142857,17
2007,49,11.4042857142857,12
2007,50,0.958571428571429,13
2007,51,0,17
2007,52,0,15
2008,1,4.13777777777778,14
2008,2,0,15
2008,3,11.6028571428571,10
2008,4,0,9
2008,5,0,2
2008,6,0,6
2008,7,0,8
2008,8,0,5
2008,9,0,1
2008,10,0,2
2008,11,0,3
2008,12,4.43,4
2008,13,0.594285714285714,3
2008,14,1.82857142857143,1
2008,15,0,3
2008,16,0,5
2008,17,11.5714285714286,2
2008,18,1.45142857142857,3
2008,19,0.522857142857143,2
2008,20,0,3
2008,21,6.53142857142857,2
2008,22,6.18857142857143,2
2008,23,5.08142857142857,3
2008,24,3.87428571428571,4
2008,25,1.86428571428571,3
2008,26,2.97714285714286,4
2008,27,1.76571428571429,4
2008,28,0.128571428571429,4
2008,29,1.45,7
2008,30,2.13,6
2008,31,6.10714285714286,15
2008,32,0.518571428571429,11
2008,33,4.63428571428572,9
2008,34,8.50857142857143,9
2008,35,17.7057142857143,12
2008,36,5.90571428571429,13
2008,37,8.06285714285714,13
2008,38,25.5914285714286,13
2008,39,0.561428571428571,20
2008,40,2.98714285714286,28
2008,41,18.8657142857143,45
2008,42,0.655714285714286,28
2008,43,0.598571428571429,34
2008,44,2.26285714285714,41
2008,45,0.691428571428571,36
2008,46,3.33285714285714,38
2008,47,1.72857142857143,48
2008,48,0,27
2008,49,0,23
2008,50,1.10714285714286,28
2008,51,0,42
2008,52,0,30
2009,1,0.78,18
2009,2,0,38
2009,3,1.29857142857143,28
2009,4,0,36
2009,5,0,44
2009,6,1.57285714285714,41
2009,7,0,35
2009,8,4.93571428571429,28
2009,9,9.43142857142857,28
2009,10,0,22
2009,11,0,26
2009,12,1.84,24
2009,13,0,9
2009,14,0,21
2009,15,0,10
2009,16,3.09285714285714,15
2009,17,2.49,13
2009,18,2.29,11
2009,19,5.41714285714286,10
2009,20,5.44,6
2009,21,11.1314285714286,11
2009,22,4.65142857142857,13
2009,23,5.22857142857143,11
2009,24,9.09142857142857,21
2009,25,0.588571428571429,18
2009,26,3.07142857142857,20
2009,27,5.35428571428572,17
2009,28,0.814285714285714,20
2009,29,4.86,18
2009,30,0.145714285714286,17
2009,31,3.12285714285714,24
2009,32,3.88,52
2009,33,9.42,30
2009,34,2.01571428571429,43
2009,35,1.14714285714286,42
2009,36,5.25,42
2009,37,4.47285714285714,41
2009,38,8.49714285714286,34
2009,39,1.77285714285714,46
2009,40,9.43714285714286,38
2009,41,2.19285714285714,43
2009,42,0.362857142857143,43
2009,43,3.03285714285714,51
2009,44,4.55,46
2009,45,4.08428571428571,60
2009,46,14.1585714285714,52
2009,47,3.9,74
2009,48,0.467142857142857,57
2009,49,0.268571428571429,54
2009,50,0,35
2009,51,1.54857142857143,61
2009,52,7.67571428571429,68
2010,1,0,44
2010,2,0,51
2010,3,0,60
2010,4,1.24142857142857,65
2010,5,0,47
2010,6,0,71
2010,7,2.89714285714286,75
2010,8,0,61
2010,9,0,53
2010,10,0,40
2010,11,0.988571428571428,73
2010,12,0,51
2010,13,0.275714285714286,68
2010,14,1.29714285714286,31
2010,15,1.59857142857143,38
2010,16,5.47857142857143,48
2010,17,3.15285714285714,47
2010,18,1.99,62
2010,19,2.90285714285714,64
2010,20,4.38428571428571,65
2010,21,6.67142857142857,80
2010,22,20.2557142857143,95
2010,23,3.94,152
2010,24,4.25857142857143,137
2010,25,12.9185714285714,129
2010,26,5.77428571428572,176
2010,27,3.77142857142857,224
2010,28,2.35,246
2010,29,22.1328571428571,189
2010,30,3.81857142857143,243
2010,31,0.688571428571429,248
2010,32,5.44571428571429,277
2010,33,4.30285714285714,231
2010,34,2.70428571428571,217
2010,35,11.3614285714286,237
2010,36,5.33,229
2010,37,3.54714285714286,194
2010,38,2.37142857142857,168
2010,39,7.24571428571429,120
2010,40,20.27,113
2010,41,8.04714285714286,99
2010,42,0,100
2010,43,0.61,105
2010,44,3.61571428571429,63
2010,45,16.15,44
2010,46,0.182857142857143,36
2010,47,0.377142857142857,28
2010,48,0.08,39
